fold,epoch,learning_rate,train_loss,valid_loss,accuracy,precision_macro,recall_macro,f1_macro,qwk,dice_macro,early_stopping_counter,early_stopped
1,1,0.01,2.544376731537618,2.295206402088034,0.3737024221453287,0.26937246450539365,0.2735872530785889,0.2672060592484045,0.3670852821495888,0.2672060592484045,0,False
1,2,9.970689785771798e-05,1.6702116191593421,1.2624566300161955,0.6695501730103807,0.6852164599296605,0.5967148739861119,0.5944839730464101,0.7830427440847965,0.5944839730464101,0,False
1,3,9.883102778550433e-05,1.3267188380540036,1.3197532575705955,0.6583044982698962,0.6765935500025402,0.6836602651890991,0.677704951680475,0.7861154063536413,0.677704951680475,1,False
1,4,9.738265855914012e-05,1.240532361615488,1.2728786719256433,0.6747404844290658,0.6571050144385048,0.6669750326960624,0.6358846965526005,0.8198916476464423,0.6358846965526005,2,False
1,5,9.537877098354786e-05,1.1829704560829282,1.1481622420508286,0.7205882352941176,0.7375900275456397,0.7047801697739153,0.7145523113313738,0.855752877671243,0.7145523113313738,0,False
1,6,9.284285880837946e-05,1.1225369794352245,1.1962796388001278,0.7032871972318339,0.7360349480100917,0.6929931869714012,0.7060372266005359,0.8206683289710749,0.7060372266005359,1,False
1,7,8.980465328528219e-05,1.076835732043408,1.214570416664255,0.6963667820069204,0.7169781902290939,0.6690238313006116,0.6860212240881934,0.8274436290012495,0.6860212240881934,2,False
1,8,8.629977459615654e-05,1.028446231024488,1.1779281871072178,0.7093425605536332,0.7297527638501833,0.7055477119470807,0.7132104845267007,0.8405940419219834,0.7132104845267007,3,False
1,9,8.236931423909138e-05,0.9587362938686226,1.2127712005171283,0.7231833910034602,0.745280632423893,0.7283843964451009,0.7346477087182649,0.854488310834804,0.7346477087182649,4,False
1,10,7.805935326811912e-05,0.8896635849170619,1.2832212435788122,0.6963667820069204,0.7374748047936559,0.7088556477662692,0.7212133946770367,0.8312087512735595,0.7212133946770367,5,False
1,11,7.34204220349895e-05,0.8236610343918256,1.240028239118642,0.7015570934256056,0.7279694446698013,0.7154892594021366,0.7180765497546362,0.840036405728027,0.7180765497546362,6,False
1,12,6.850690776699573e-05,0.7434798464127478,1.3084017204827276,0.7145328719723183,0.7252689923964213,0.7294927815471641,0.7263390554682607,0.8539544518645668,0.7263390554682607,7,True
2,1,0.01,2.444066978965251,2.2544116982098283,0.4005190311418685,0.4834171436424871,0.314620579219949,0.28570619684288473,0.3741782717082188,0.28570619684288473,0,False
2,2,9.970689785771798e-05,1.6556529059335847,1.360837863642594,0.6332179930795848,0.6111949937185388,0.6284380972850488,0.6100961906553277,0.7773921891225519,0.6100961906553277,0,False
2,3,9.883102778550433e-05,1.3190265112269708,1.3266771246647013,0.6565743944636678,0.6374934787540842,0.663935458187294,0.6438791367603927,0.8002915645900539,0.6438791367603927,0,False
2,4,9.738265855914012e-05,1.2371863840360542,1.2333157683240956,0.6799307958477508,0.7158366715792458,0.6491457678069913,0.6687342527114031,0.8130986821962147,0.6687342527114031,0,False
2,5,9.537877098354786e-05,1.1751023444337416,1.306400452400076,0.6634948096885813,0.6885203189153967,0.6732083353889982,0.6750134397821665,0.8019551376106735,0.6750134397821665,1,False
2,6,9.284285880837946e-05,1.1212441160707738,1.2497224425447397,0.6929065743944637,0.7052448021462105,0.6704005727589272,0.6680837486123817,0.8235080065900638,0.6680837486123817,2,False
2,7,8.980465328528219e-05,1.0668463109892545,1.2723200563726753,0.6903114186851211,0.7019282147249218,0.6886652429954236,0.6902213668917939,0.8140866387582727,0.6902213668917939,3,False
2,8,8.629977459615654e-05,1.0273212844628363,1.319575111208291,0.6600346020761245,0.677223534041716,0.6967074641048482,0.67537492857611,0.8158952582614154,0.67537492857611,4,False
2,9,8.236931423909138e-05,0.9514601356946061,1.3258298933506012,0.6782006920415224,0.699664713070459,0.6794010919923414,0.6806974604874875,0.8028484757119292,0.6806974604874875,5,False
2,10,7.805935326811912e-05,0.9130674106130138,1.364829118087374,0.6557093425605537,0.6584942600981094,0.6858564586649598,0.6676793860489513,0.7952520805340613,0.6676793860489513,6,False
2,11,7.34204220349895e-05,0.8355781526714048,1.3923582188014327,0.6782006920415224,0.6952318295760068,0.6543167233094113,0.6650521858446619,0.8144188860107646,0.6650521858446619,7,True
3,1,0.01,2.4788872189175297,2.1816004268054305,0.3875432525951557,0.2769518063635711,0.29671824257756807,0.28067238253594123,0.361107318405243,0.28067238253594123,0,False
3,2,9.970689785771798e-05,1.6712218496213735,1.3671480232271656,0.643598615916955,0.6517001008940556,0.5936321124306476,0.5683163022684887,0.785211532986082,0.5683163022684887,0,False
3,3,9.883102778550433e-05,1.363844857599496,1.2517232409838972,0.6747404844290658,0.6767275850711785,0.6326167871901334,0.6343723895765858,0.8097371717843173,0.6343723895765858,0,False
3,4,9.738265855914012e-05,1.254855321043503,1.2190981815601218,0.6851211072664359,0.6689933847493796,0.669507404971576,0.6527304758356735,0.83738914234874,0.6527304758356735,0,False
3,5,9.537877098354786e-05,1.2015240624495445,1.1776937390195912,0.7006920415224913,0.698281861054532,0.686638359922098,0.6745775762192137,0.83480735533946,0.6745775762192137,0,False
3,6,9.284285880837946e-05,1.1473372803427357,1.2726721449144955,0.6816608996539792,0.7070659880071262,0.6284442606499121,0.643311041067409,0.8190936062122353,0.643311041067409,1,False
3,7,8.980465328528219e-05,1.0804187138290966,1.2191211955300694,0.6894463667820069,0.6998789596924544,0.6736638285558934,0.6831126853205441,0.8417570429993646,0.6831126853205441,2,False
3,8,8.629977459615654e-05,1.0540409302628988,1.2384029567241668,0.6980968858131488,0.706791630141905,0.7162040129444505,0.7099420499861065,0.8380495301492018,0.7099420499861065,3,False
3,9,8.236931423909138e-05,0.9999220589865451,1.2687488222944325,0.6903114186851211,0.6534212275764216,0.6883358523783352,0.6454030835154236,0.8329576325067916,0.6454030835154236,4,False
3,10,7.805935326811912e-05,0.9222947819525807,1.2907679152899776,0.6911764705882353,0.7063793041554043,0.7196857596128245,0.7124162232192411,0.8536907766439545,0.7124162232192411,5,False
3,11,7.34204220349895e-05,0.8530422881194052,1.2983571623933727,0.6955017301038062,0.7170639688512764,0.7116594969894235,0.7123550939699038,0.847013364102044,0.7123550939699038,6,False
